value,flagInfo,parameter,period,coordinates,summary,coverage
203.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T00:30:00Z', 'local': '2016-12-11T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T01:30:00Z', 'local': '2016-12-11T07:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T00:30:00Z', 'local': '2016-12-11T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T01:30:00Z', 'local': '2016-12-11T07:00:00+05:30'}}"
194.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T01:30:00Z', 'local': '2016-12-11T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T02:30:00Z', 'local': '2016-12-11T08:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T01:30:00Z', 'local': '2016-12-11T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T02:30:00Z', 'local': '2016-12-11T08:00:00+05:30'}}"
184.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T02:30:00Z', 'local': '2016-12-11T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T03:30:00Z', 'local': '2016-12-11T09:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T02:30:00Z', 'local': '2016-12-11T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T03:30:00Z', 'local': '2016-12-11T09:00:00+05:30'}}"
181.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T03:30:00Z', 'local': '2016-12-11T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T04:30:00Z', 'local': '2016-12-11T10:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T03:30:00Z', 'local': '2016-12-11T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T04:30:00Z', 'local': '2016-12-11T10:00:00+05:30'}}"
190.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T04:30:00Z', 'local': '2016-12-11T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T05:30:00Z', 'local': '2016-12-11T11:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T04:30:00Z', 'local': '2016-12-11T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T05:30:00Z', 'local': '2016-12-11T11:00:00+05:30'}}"
202.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T05:30:00Z', 'local': '2016-12-11T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T06:30:00Z', 'local': '2016-12-11T12:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T05:30:00Z', 'local': '2016-12-11T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T06:30:00Z', 'local': '2016-12-11T12:00:00+05:30'}}"
205.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T06:30:00Z', 'local': '2016-12-11T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T07:30:00Z', 'local': '2016-12-11T13:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T06:30:00Z', 'local': '2016-12-11T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T07:30:00Z', 'local': '2016-12-11T13:00:00+05:30'}}"
194.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T07:30:00Z', 'local': '2016-12-11T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T08:30:00Z', 'local': '2016-12-11T14:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T07:30:00Z', 'local': '2016-12-11T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T08:30:00Z', 'local': '2016-12-11T14:00:00+05:30'}}"
189.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T08:30:00Z', 'local': '2016-12-11T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T09:30:00Z', 'local': '2016-12-11T15:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T08:30:00Z', 'local': '2016-12-11T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T09:30:00Z', 'local': '2016-12-11T15:00:00+05:30'}}"
154.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T09:30:00Z', 'local': '2016-12-11T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T10:30:00Z', 'local': '2016-12-11T16:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T09:30:00Z', 'local': '2016-12-11T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T10:30:00Z', 'local': '2016-12-11T16:00:00+05:30'}}"
146.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T10:30:00Z', 'local': '2016-12-11T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T11:30:00Z', 'local': '2016-12-11T17:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T10:30:00Z', 'local': '2016-12-11T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T11:30:00Z', 'local': '2016-12-11T17:00:00+05:30'}}"
137.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T11:30:00Z', 'local': '2016-12-11T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T12:30:00Z', 'local': '2016-12-11T18:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T11:30:00Z', 'local': '2016-12-11T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T12:30:00Z', 'local': '2016-12-11T18:00:00+05:30'}}"
137.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T12:30:00Z', 'local': '2016-12-11T18:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T13:30:00Z', 'local': '2016-12-11T19:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T12:30:00Z', 'local': '2016-12-11T18:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T13:30:00Z', 'local': '2016-12-11T19:00:00+05:30'}}"
158.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T13:30:00Z', 'local': '2016-12-11T19:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T14:30:00Z', 'local': '2016-12-11T20:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T13:30:00Z', 'local': '2016-12-11T19:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T14:30:00Z', 'local': '2016-12-11T20:00:00+05:30'}}"
160.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T14:30:00Z', 'local': '2016-12-11T20:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T15:30:00Z', 'local': '2016-12-11T21:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T14:30:00Z', 'local': '2016-12-11T20:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T15:30:00Z', 'local': '2016-12-11T21:00:00+05:30'}}"
168.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T15:30:00Z', 'local': '2016-12-11T21:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T16:30:00Z', 'local': '2016-12-11T22:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T15:30:00Z', 'local': '2016-12-11T21:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T16:30:00Z', 'local': '2016-12-11T22:00:00+05:30'}}"
180.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T16:30:00Z', 'local': '2016-12-11T22:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T17:30:00Z', 'local': '2016-12-11T23:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T16:30:00Z', 'local': '2016-12-11T22:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T17:30:00Z', 'local': '2016-12-11T23:00:00+05:30'}}"
185.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T17:30:00Z', 'local': '2016-12-11T23:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T18:30:00Z', 'local': '2016-12-12T00:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T17:30:00Z', 'local': '2016-12-11T23:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T18:30:00Z', 'local': '2016-12-12T00:00:00+05:30'}}"
192.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T18:30:00Z', 'local': '2016-12-12T00:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T19:30:00Z', 'local': '2016-12-12T01:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T18:30:00Z', 'local': '2016-12-12T00:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T19:30:00Z', 'local': '2016-12-12T01:00:00+05:30'}}"
222.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T19:30:00Z', 'local': '2016-12-12T01:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T20:30:00Z', 'local': '2016-12-12T02:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T19:30:00Z', 'local': '2016-12-12T01:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T20:30:00Z', 'local': '2016-12-12T02:00:00+05:30'}}"
231.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T20:30:00Z', 'local': '2016-12-12T02:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T21:30:00Z', 'local': '2016-12-12T03:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T20:30:00Z', 'local': '2016-12-12T02:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T21:30:00Z', 'local': '2016-12-12T03:00:00+05:30'}}"
227.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T21:30:00Z', 'local': '2016-12-12T03:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T22:30:00Z', 'local': '2016-12-12T04:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T21:30:00Z', 'local': '2016-12-12T03:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T22:30:00Z', 'local': '2016-12-12T04:00:00+05:30'}}"
220.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T22:30:00Z', 'local': '2016-12-12T04:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T23:30:00Z', 'local': '2016-12-12T05:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T22:30:00Z', 'local': '2016-12-12T04:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-11T23:30:00Z', 'local': '2016-12-12T05:00:00+05:30'}}"
212.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-11T23:30:00Z', 'local': '2016-12-12T05:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T00:30:00Z', 'local': '2016-12-12T06:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-11T23:30:00Z', 'local': '2016-12-12T05:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T00:30:00Z', 'local': '2016-12-12T06:00:00+05:30'}}"
222.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-12T00:30:00Z', 'local': '2016-12-12T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T01:30:00Z', 'local': '2016-12-12T07:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-12T00:30:00Z', 'local': '2016-12-12T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T01:30:00Z', 'local': '2016-12-12T07:00:00+05:30'}}"
231.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-12T01:30:00Z', 'local': '2016-12-12T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T02:30:00Z', 'local': '2016-12-12T08:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-12T01:30:00Z', 'local': '2016-12-12T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T02:30:00Z', 'local': '2016-12-12T08:00:00+05:30'}}"
239.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-12T02:30:00Z', 'local': '2016-12-12T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T03:30:00Z', 'local': '2016-12-12T09:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-12T02:30:00Z', 'local': '2016-12-12T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T03:30:00Z', 'local': '2016-12-12T09:00:00+05:30'}}"
244.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-12T03:30:00Z', 'local': '2016-12-12T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T04:30:00Z', 'local': '2016-12-12T10:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-12T03:30:00Z', 'local': '2016-12-12T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T04:30:00Z', 'local': '2016-12-12T10:00:00+05:30'}}"
255.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-12T04:30:00Z', 'local': '2016-12-12T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T05:30:00Z', 'local': '2016-12-12T11:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-12T04:30:00Z', 'local': '2016-12-12T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T05:30:00Z', 'local': '2016-12-12T11:00:00+05:30'}}"
255.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-12T05:30:00Z', 'local': '2016-12-12T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T06:30:00Z', 'local': '2016-12-12T12:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-12T05:30:00Z', 'local': '2016-12-12T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T06:30:00Z', 'local': '2016-12-12T12:00:00+05:30'}}"
222.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-12T06:30:00Z', 'local': '2016-12-12T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T07:30:00Z', 'local': '2016-12-12T13:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-12T06:30:00Z', 'local': '2016-12-12T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T07:30:00Z', 'local': '2016-12-12T13:00:00+05:30'}}"
157.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-12T07:30:00Z', 'local': '2016-12-12T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T08:30:00Z', 'local': '2016-12-12T14:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-12T07:30:00Z', 'local': '2016-12-12T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T08:30:00Z', 'local': '2016-12-12T14:00:00+05:30'}}"
113.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-12T08:30:00Z', 'local': '2016-12-12T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T09:30:00Z', 'local': '2016-12-12T15:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-12T08:30:00Z', 'local': '2016-12-12T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T09:30:00Z', 'local': '2016-12-12T15:00:00+05:30'}}"
85.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-12T09:30:00Z', 'local': '2016-12-12T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T10:30:00Z', 'local': '2016-12-12T16:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-12T09:30:00Z', 'local': '2016-12-12T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T10:30:00Z', 'local': '2016-12-12T16:00:00+05:30'}}"
68.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-12T10:30:00Z', 'local': '2016-12-12T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T11:30:00Z', 'local': '2016-12-12T17:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-12T10:30:00Z', 'local': '2016-12-12T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T11:30:00Z', 'local': '2016-12-12T17:00:00+05:30'}}"
61.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-12T11:30:00Z', 'local': '2016-12-12T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T12:30:00Z', 'local': '2016-12-12T18:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-12T11:30:00Z', 'local': '2016-12-12T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T12:30:00Z', 'local': '2016-12-12T18:00:00+05:30'}}"
67.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-12-12T12:30:00Z', 'local': '2016-12-12T18:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T13:30:00Z', 'local': '2016-12-12T19:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-12-12T12:30:00Z', 'local': '2016-12-12T18:00:00+05:30'}, 'datetimeTo': {'utc': '2016-12-12T13:30:00Z', 'local': '2016-12-12T19:00:00+05:30'}}"
