value,flagInfo,parameter,period,coordinates,summary,coverage
254.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-17T22:30:00Z', 'local': '2016-11-18T04:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-17T23:30:00Z', 'local': '2016-11-18T05:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-17T22:30:00Z', 'local': '2016-11-18T04:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-17T23:30:00Z', 'local': '2016-11-18T05:00:00+05:30'}}"
244.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-17T23:30:00Z', 'local': '2016-11-18T05:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T00:30:00Z', 'local': '2016-11-18T06:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-17T23:30:00Z', 'local': '2016-11-18T05:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T00:30:00Z', 'local': '2016-11-18T06:00:00+05:30'}}"
230.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T00:30:00Z', 'local': '2016-11-18T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T01:30:00Z', 'local': '2016-11-18T07:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T00:30:00Z', 'local': '2016-11-18T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T01:30:00Z', 'local': '2016-11-18T07:00:00+05:30'}}"
225.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T01:30:00Z', 'local': '2016-11-18T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T02:30:00Z', 'local': '2016-11-18T08:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T01:30:00Z', 'local': '2016-11-18T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T02:30:00Z', 'local': '2016-11-18T08:00:00+05:30'}}"
231.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T02:30:00Z', 'local': '2016-11-18T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T03:30:00Z', 'local': '2016-11-18T09:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T02:30:00Z', 'local': '2016-11-18T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T03:30:00Z', 'local': '2016-11-18T09:00:00+05:30'}}"
234.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T03:30:00Z', 'local': '2016-11-18T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T04:30:00Z', 'local': '2016-11-18T10:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T03:30:00Z', 'local': '2016-11-18T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T04:30:00Z', 'local': '2016-11-18T10:00:00+05:30'}}"
234.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T04:30:00Z', 'local': '2016-11-18T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T05:30:00Z', 'local': '2016-11-18T11:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T04:30:00Z', 'local': '2016-11-18T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T05:30:00Z', 'local': '2016-11-18T11:00:00+05:30'}}"
,{'hasFlags': True},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T05:30:00Z', 'local': '2016-11-18T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T06:30:00Z', 'local': '2016-11-18T12:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T05:30:00Z', 'local': '2016-11-18T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T06:30:00Z', 'local': '2016-11-18T12:00:00+05:30'}}"
,{'hasFlags': True},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T06:30:00Z', 'local': '2016-11-18T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T07:30:00Z', 'local': '2016-11-18T13:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T06:30:00Z', 'local': '2016-11-18T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T07:30:00Z', 'local': '2016-11-18T13:00:00+05:30'}}"
,{'hasFlags': True},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T07:30:00Z', 'local': '2016-11-18T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T08:30:00Z', 'local': '2016-11-18T14:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T07:30:00Z', 'local': '2016-11-18T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T08:30:00Z', 'local': '2016-11-18T14:00:00+05:30'}}"
,{'hasFlags': True},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T08:30:00Z', 'local': '2016-11-18T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T09:30:00Z', 'local': '2016-11-18T15:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T08:30:00Z', 'local': '2016-11-18T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T09:30:00Z', 'local': '2016-11-18T15:00:00+05:30'}}"
,{'hasFlags': True},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T09:30:00Z', 'local': '2016-11-18T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T10:30:00Z', 'local': '2016-11-18T16:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T09:30:00Z', 'local': '2016-11-18T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T10:30:00Z', 'local': '2016-11-18T16:00:00+05:30'}}"
89.9,{'hasFlags': True},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T10:30:00Z', 'local': '2016-11-18T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T11:30:00Z', 'local': '2016-11-18T17:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T10:30:00Z', 'local': '2016-11-18T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T11:30:00Z', 'local': '2016-11-18T17:00:00+05:30'}}"
102.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T11:30:00Z', 'local': '2016-11-18T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T12:30:00Z', 'local': '2016-11-18T18:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T11:30:00Z', 'local': '2016-11-18T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T12:30:00Z', 'local': '2016-11-18T18:00:00+05:30'}}"
111.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T12:30:00Z', 'local': '2016-11-18T18:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T13:30:00Z', 'local': '2016-11-18T19:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T12:30:00Z', 'local': '2016-11-18T18:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T13:30:00Z', 'local': '2016-11-18T19:00:00+05:30'}}"
126.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T13:30:00Z', 'local': '2016-11-18T19:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T14:30:00Z', 'local': '2016-11-18T20:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T13:30:00Z', 'local': '2016-11-18T19:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T14:30:00Z', 'local': '2016-11-18T20:00:00+05:30'}}"
146.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T14:30:00Z', 'local': '2016-11-18T20:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T15:30:00Z', 'local': '2016-11-18T21:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T14:30:00Z', 'local': '2016-11-18T20:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T15:30:00Z', 'local': '2016-11-18T21:00:00+05:30'}}"
181.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T15:30:00Z', 'local': '2016-11-18T21:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T16:30:00Z', 'local': '2016-11-18T22:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T15:30:00Z', 'local': '2016-11-18T21:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T16:30:00Z', 'local': '2016-11-18T22:00:00+05:30'}}"
207.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T16:30:00Z', 'local': '2016-11-18T22:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T17:30:00Z', 'local': '2016-11-18T23:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T16:30:00Z', 'local': '2016-11-18T22:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T17:30:00Z', 'local': '2016-11-18T23:00:00+05:30'}}"
225.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T17:30:00Z', 'local': '2016-11-18T23:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T18:30:00Z', 'local': '2016-11-19T00:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T17:30:00Z', 'local': '2016-11-18T23:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T18:30:00Z', 'local': '2016-11-19T00:00:00+05:30'}}"
243.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T18:30:00Z', 'local': '2016-11-19T00:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T19:30:00Z', 'local': '2016-11-19T01:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T18:30:00Z', 'local': '2016-11-19T00:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T19:30:00Z', 'local': '2016-11-19T01:00:00+05:30'}}"
272.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T19:30:00Z', 'local': '2016-11-19T01:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T20:30:00Z', 'local': '2016-11-19T02:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T19:30:00Z', 'local': '2016-11-19T01:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T20:30:00Z', 'local': '2016-11-19T02:00:00+05:30'}}"
290.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T20:30:00Z', 'local': '2016-11-19T02:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T21:30:00Z', 'local': '2016-11-19T03:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T20:30:00Z', 'local': '2016-11-19T02:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T21:30:00Z', 'local': '2016-11-19T03:00:00+05:30'}}"
317.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T21:30:00Z', 'local': '2016-11-19T03:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T22:30:00Z', 'local': '2016-11-19T04:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T21:30:00Z', 'local': '2016-11-19T03:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T22:30:00Z', 'local': '2016-11-19T04:00:00+05:30'}}"
326.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T22:30:00Z', 'local': '2016-11-19T04:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T23:30:00Z', 'local': '2016-11-19T05:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T22:30:00Z', 'local': '2016-11-19T04:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-18T23:30:00Z', 'local': '2016-11-19T05:00:00+05:30'}}"
309.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-18T23:30:00Z', 'local': '2016-11-19T05:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T00:30:00Z', 'local': '2016-11-19T06:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-18T23:30:00Z', 'local': '2016-11-19T05:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T00:30:00Z', 'local': '2016-11-19T06:00:00+05:30'}}"
257.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-19T00:30:00Z', 'local': '2016-11-19T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T01:30:00Z', 'local': '2016-11-19T07:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-19T00:30:00Z', 'local': '2016-11-19T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T01:30:00Z', 'local': '2016-11-19T07:00:00+05:30'}}"
219.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-19T01:30:00Z', 'local': '2016-11-19T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T02:30:00Z', 'local': '2016-11-19T08:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-19T01:30:00Z', 'local': '2016-11-19T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T02:30:00Z', 'local': '2016-11-19T08:00:00+05:30'}}"
194.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-19T02:30:00Z', 'local': '2016-11-19T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T03:30:00Z', 'local': '2016-11-19T09:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-19T02:30:00Z', 'local': '2016-11-19T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T03:30:00Z', 'local': '2016-11-19T09:00:00+05:30'}}"
185.2,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-19T03:30:00Z', 'local': '2016-11-19T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T04:30:00Z', 'local': '2016-11-19T10:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-19T03:30:00Z', 'local': '2016-11-19T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T04:30:00Z', 'local': '2016-11-19T10:00:00+05:30'}}"
183.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-19T04:30:00Z', 'local': '2016-11-19T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T05:30:00Z', 'local': '2016-11-19T11:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-19T04:30:00Z', 'local': '2016-11-19T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T05:30:00Z', 'local': '2016-11-19T11:00:00+05:30'}}"
179.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-19T05:30:00Z', 'local': '2016-11-19T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T06:30:00Z', 'local': '2016-11-19T12:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-19T05:30:00Z', 'local': '2016-11-19T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T06:30:00Z', 'local': '2016-11-19T12:00:00+05:30'}}"
165.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-19T06:30:00Z', 'local': '2016-11-19T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T07:30:00Z', 'local': '2016-11-19T13:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-19T06:30:00Z', 'local': '2016-11-19T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T07:30:00Z', 'local': '2016-11-19T13:00:00+05:30'}}"
147.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-19T07:30:00Z', 'local': '2016-11-19T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T08:30:00Z', 'local': '2016-11-19T14:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-19T07:30:00Z', 'local': '2016-11-19T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T08:30:00Z', 'local': '2016-11-19T14:00:00+05:30'}}"
127.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-19T08:30:00Z', 'local': '2016-11-19T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T09:30:00Z', 'local': '2016-11-19T15:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-19T08:30:00Z', 'local': '2016-11-19T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T09:30:00Z', 'local': '2016-11-19T15:00:00+05:30'}}"
118.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-19T09:30:00Z', 'local': '2016-11-19T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T10:30:00Z', 'local': '2016-11-19T16:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-19T09:30:00Z', 'local': '2016-11-19T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T10:30:00Z', 'local': '2016-11-19T16:00:00+05:30'}}"
113.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-19T10:30:00Z', 'local': '2016-11-19T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T11:30:00Z', 'local': '2016-11-19T17:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-19T10:30:00Z', 'local': '2016-11-19T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-19T11:30:00Z', 'local': '2016-11-19T17:00:00+05:30'}}"
